Division,river_discharge,Year,Quarter,Month,Day
Narayanganj,538.51,,,,
Narayanganj,539.75,,,,
Narayanganj,541,,,,
Narayanganj,542.25,,,,
Narayanganj,543.5,,,,
Narayanganj,544.76,,,,
Narayanganj,546.02,,,,
Narayanganj,547.28,,,,
Narayanganj,548.54,,,,
Narayanganj,549.81,,,,
Narayanganj,551.08,,,,
Narayanganj,552.35,,,,
Narayanganj,553.63,,,,
Narayanganj,554.9,,,,
Narayanganj,556.19,,,,
Narayanganj,557.47,,,,
Narayanganj,558.76,,,,
Narayanganj,560.05,,,,
Narayanganj,561.34,,,,
Narayanganj,562.64,,,,
Narayanganj,563.94,,,,
Narayanganj,565.24,,,,
Narayanganj,566.54,,,,
Narayanganj,567.85,,,,
Narayanganj,569.16,,,,
Narayanganj,570.48,,,,
Narayanganj,571.8,,,,
Narayanganj,573.12,,,,
Narayanganj,574.44,,,,
Narayanganj,575.77,,,,
Narayanganj,577.1,,,,
Narayanganj,578.43,,,,
Narayanganj,579.76,,,,
Narayanganj,581.1,,,,
Narayanganj,582.45,,,,
Narayanganj,583.79,,,,
Narayanganj,585.14,,,,
Narayanganj,586.49,,,,
Narayanganj,587.84,,,,
Narayanganj,589.2,,,,
Narayanganj,590.56,,,,
Narayanganj,591.93,,,,
Narayanganj,593.29,,,,
Narayanganj,594.66,,,,
Narayanganj,596.04,,,,
Narayanganj,598.79,,,,
Narayanganj,600.17,,,,
Narayanganj,601.56,,,,
Narayanganj,602.95,,,,
Narayanganj,604.34,,,,
Narayanganj,605.74,,,,
Narayanganj,607.13,,,,
Narayanganj,608.54,,,,
Narayanganj,609.94,,,,
Narayanganj,611.35,,,,
Narayanganj,612.76,,,,
Narayanganj,614.18,,,,
Narayanganj,615.59,,,,
Narayanganj,617.02,,,,
Narayanganj,618.44,,,,
Narayanganj,619.87,,,,
Narayanganj,621.3,,,,
Narayanganj,622.73,,,,
Narayanganj,624.17,,,,
Narayanganj,625.61,,,,
Narayanganj,627.06,,,,
Narayanganj,628.51,,,,
Narayanganj,629.96,,,,
Narayanganj,631.41,,,,
Narayanganj,632.87,,,,
Narayanganj,634.33,,,,
Narayanganj,635.8,,,,
Narayanganj,637.26,,,,
Narayanganj,638.73,,,,
Narayanganj,640.21,,,,
Narayanganj,641.69,,,,
Narayanganj,643.17,,,,
Narayanganj,644.65,,,,
Narayanganj,646.14,,,,
Narayanganj,647.63,,,,
Narayanganj,649.13,,,,
Narayanganj,650.63,,,,
Narayanganj,652.13,,,,
Narayanganj,653.64,,,,
Narayanganj,655.15,,,,
Narayanganj,656.66,,,,
Narayanganj,658.17,,,,
Narayanganj,659.69,,,,
Narayanganj,661.22,,,,
Narayanganj,662.74,,,,
Narayanganj,664.27,,,,
Narayanganj,665.81,,,,
Narayanganj,667.34,,,,
Narayanganj,668.88,,,,
Narayanganj,670.43,,,,
Narayanganj,671.98,,,,
Narayanganj,673.53,,,,
Narayanganj,675.08,,,,
Narayanganj,676.64,,,,
Narayanganj,678.2,,,,
Narayanganj,679.77,,,,
Narayanganj,681.34,,,,
Narayanganj,682.91,,,,
Narayanganj,684.49,,,,
Narayanganj,686.07,,,,
Narayanganj,687.65,,,,
Narayanganj,689.24,,,,
Narayanganj,690.83,,,,
Narayanganj,692.43,,,,
Narayanganj,694.02,,,,
Narayanganj,695.63,,,,
Narayanganj,697.23,,,,
Narayanganj,698.84,,,,
Narayanganj,700.46,,,,
Narayanganj,702.07,,,,
Narayanganj,703.69,,,,
Narayanganj,705.32,,,,
Narayanganj,706.95,,,,
Narayanganj,708.58,,,,
Narayanganj,710.21,,,,
Narayanganj,711.85,,,,
Narayanganj,713.5,,,,
Narayanganj,715.14,,,,
Narayanganj,716.79,,,,
Narayanganj,718.45,,,,
Narayanganj,720.11,,,,
Narayanganj,721.77,,,,
Narayanganj,725.11,,,,
Narayanganj,726.78,,,,
Narayanganj,728.46,,,,
Narayanganj,730.14,,,,
Narayanganj,731.82,,,,
Narayanganj,733.51,,,,
Narayanganj,735.21,,,,
Narayanganj,736.9,,,,
Narayanganj,738.61,,,,
Narayanganj,740.31,,,,
Narayanganj,742.02,,,,
Narayanganj,743.73,,,,
Narayanganj,745.45,,,,
Narayanganj,747.17,,,,
Narayanganj,748.89,,,,
Narayanganj,750.62,,,,
Narayanganj,752.36,,,,
Narayanganj,754.09,,,,
Narayanganj,755.83,,,,
Narayanganj,757.58,,,,
Narayanganj,759.33,,,,
Narayanganj,761.08,,,,
Narayanganj,762.84,,,,
Narayanganj,764.6,,,,
Narayanganj,766.36,,,,
Narayanganj,768.13,,,,
Narayanganj,769.9,,,,
Narayanganj,771.68,,,,
Narayanganj,773.46,,,,
Narayanganj,775.25,,,,
Narayanganj,777.04,,,,
Narayanganj,778.83,,,,
Narayanganj,780.63,,,,
Narayanganj,782.43,,,,
Narayanganj,784.24,,,,
Narayanganj,786.05,,,,
Narayanganj,787.86,,,,
Narayanganj,791.5,,,,
Narayanganj,793.33,,,,
Narayanganj,795.16,,,,
Narayanganj,796.99,,,,
Narayanganj,798.83,,,,
Narayanganj,800.68,,,,
Narayanganj,802.53,,,,
Narayanganj,804.38,,,,
Narayanganj,806.24,,,,
Narayanganj,808.1,,,,
Narayanganj,809.96,,,,
Narayanganj,811.83,,,,
Narayanganj,813.7,,,,
Narayanganj,815.58,,,,
Narayanganj,817.46,,,,
Narayanganj,819.35,,,,
Narayanganj,821.24,,,,
Narayanganj,823.14,,,,
Narayanganj,825.04,,,,
Narayanganj,826.94,,,,
Narayanganj,828.85,,,,
Narayanganj,830.76,,,,
Narayanganj,832.68,,,,
Narayanganj,834.6,,,,
Narayanganj,836.53,,,,
Narayanganj,838.46,,,,
Narayanganj,840.4,,,,
Narayanganj,842.33,,,,
Narayanganj,844.28,,,,
Narayanganj,846.23,,,,
Narayanganj,848.18,,,,
Narayanganj,850.14,,,,
Narayanganj,854.07,,,,
Narayanganj,856.04,,,,
Narayanganj,858.01,,,,
Narayanganj,861.98,,,,
Narayanganj,867.96,,,,
Narayanganj,869.96,,,,
Narayanganj,871.97,,,,
Narayanganj,873.98,,,,
Narayanganj,876,,,,
Narayanganj,878.02,,,,
Narayanganj,880.05,,,,
Narayanganj,884.12,,,,
Narayanganj,888.2,,,,
Narayanganj,892.31,,,,
Narayanganj,898.5,,,,
Narayanganj,900.57,,,,
Narayanganj,902.65,,,,
Narayanganj,904.73,,,,
Narayanganj,906.82,,,,
Narayanganj,911.01,,,,
Narayanganj,915.22,,,,
Narayanganj,921.57,,,,
Narayanganj,923.7,,,,
Narayanganj,925.83,,,,
Narayanganj,927.97,,,,
Narayanganj,930.11,,,,
Narayanganj,932.25,,,,
Narayanganj,945.24,,,,
Narayanganj,949.6,,,,
Narayanganj,953.99,,,,
Narayanganj,971.75,,,,
Narayanganj,980.75,,,,
Narayanganj,985.28,,,,
Narayanganj,996.7,,,,
Narayanganj,1001.31,,,,
Narayanganj,1031.76,,,,
Narayanganj,1038.92,,,,
Narayanganj,1080.43,,,,
Rajshahi,77.7,,,,
Rajshahi,679.77,,,,
Rajshahi,681.34,,,,
Rajshahi,686.07,,,,
Rajshahi,687.65,,,,
Rajshahi,692.43,,,,
Rajshahi,698.84,,,,
Rajshahi,703.69,,,,
Rajshahi,708.58,,,,
Rajshahi,715.14,,,,
Rajshahi,725.11,,,,
Rajshahi,726.78,,,,
Rajshahi,743.73,,,,
Rajshahi,757.58,,,,
Rajshahi,766.36,,,,
Rajshahi,793.33,,,,
Rajshahi,798.83,,,,
Rajshahi,804.38,,,,
Rajshahi,808.1,,,,
Rajshahi,821.24,,,,
Rajshahi,826.94,,,,
Rajshahi,832.68,,,,
Rajshahi,846.23,,,,
Rajshahi,852.1,,,,
Rajshahi,856.04,,,,
Rajshahi,863.97,,,,
Rajshahi,865.96,,,,
Rajshahi,871.97,,,,
Rajshahi,873.98,,,,
Rajshahi,878.02,,,,
Rajshahi,886.16,,,,
Rajshahi,896.43,,,,
Rajshahi,898.5,,,,
Rajshahi,908.91,,,,
Rajshahi,919.45,,,,
Rajshahi,927.97,,,,
Rajshahi,932.25,,,,
Rajshahi,936.56,,,,
Rajshahi,940.89,,,,
Rajshahi,947.42,,,,
Rajshahi,949.6,,,,
Rajshahi,953.99,,,,
Rajshahi,956.19,,,,
Rajshahi,958.4,,,,
Rajshahi,969.51,,,,
Rajshahi,971.75,,,,
Rajshahi,973.99,,,,
Rajshahi,976.24,,,,
Rajshahi,989.83,,,,
Rajshahi,992.12,,,,
Rajshahi,994.41,,,,
Rajshahi,996.7,,,,
Rajshahi,999,,,,
Rajshahi,1005.93,,,,
Rajshahi,1008.25,,,,
Rajshahi,1010.58,,,,
Rajshahi,1012.91,,,,
Rajshahi,1017.59,,,,
Rajshahi,1024.65,,,,
Rajshahi,1027.02,,,,
Rajshahi,1029.39,,,,
Rajshahi,1031.76,,,,
Rajshahi,1038.92,,,,
Rajshahi,1041.32,,,,
Rajshahi,1043.72,,,,
Rajshahi,1048.54,,,,
Rajshahi,1050.96,,,,
Rajshahi,1053.39,,,,
Rajshahi,1055.82,,,,
Rajshahi,1058.25,,,,
Rajshahi,1065.6,,,,
Rajshahi,1070.52,,,,
Rajshahi,1077.95,,,,
Rajshahi,1080.43,,,,
Rajshahi,1085.43,,,,
Rajshahi,1087.93,,,,
Rajshahi,1092.96,,,,
Rajshahi,1098.01,,,,
Rajshahi,1100.54,,,,
Rajshahi,1103.08,,,,
Rajshahi,1108.18,,,,
Rajshahi,1113.29,,,,
Rajshahi,1115.86,,,,
Rajshahi,1118.44,,,,
Rajshahi,1121.02,,,,
Rajshahi,1126.2,,,,
Rajshahi,1128.8,,,,
Rajshahi,1134.01,,,,
Rajshahi,1136.63,,,,
Rajshahi,1139.25,,,,
Rajshahi,1141.88,,,,
Rajshahi,1144.51,,,,
Rajshahi,1147.15,,,,
Rajshahi,1149.8,,,,
Rajshahi,1152.45,,,,
Rajshahi,1155.11,,,,
Rajshahi,1160.45,,,,
Rajshahi,1165.81,,,,
Rajshahi,1168.5,,,,
Rajshahi,1171.2,,,,
Rajshahi,1173.9,,,,
Rajshahi,1176.61,,,,
Rajshahi,1179.32,,,,
Rajshahi,1187.5,,,,
Rajshahi,1190.24,,,,
Rajshahi,1192.99,,,,
Rajshahi,1195.74,,,,
Rajshahi,1198.5,,,,
Rajshahi,1201.26,,,,
Rajshahi,1204.04,,,,
Rajshahi,1206.81,,,,
Rajshahi,1209.6,,,,
Rajshahi,1212.39,,,,
Rajshahi,1215.19,,,,
Rajshahi,1217.99,,,,
Rajshahi,1220.8,,,,
Rajshahi,1223.62,,,,
Rajshahi,1226.44,,,,
Rajshahi,1229.27,,,,
Rajshahi,1232.11,,,,
Rajshahi,1234.95,,,,
Rajshahi,1240.65,,,,
Rajshahi,1243.51,,,,
Rajshahi,1246.38,,,,
Rajshahi,1249.26,,,,
Rajshahi,1252.14,,,,
Rajshahi,1255.03,,,,
Rajshahi,1257.93,,,,
Rajshahi,1260.83,,,,
Rajshahi,1263.74,,,,
Rajshahi,1266.65,,,,
Rajshahi,1269.57,,,,
Rajshahi,1272.5,,,,
Rajshahi,1275.44,,,,
Rajshahi,1278.38,,,,
Rajshahi,1281.33,,,,
Rajshahi,1284.29,,,,
Rajshahi,1287.25,,,,
Rajshahi,1290.22,,,,
Rajshahi,1293.2,,,,
Rajshahi,1296.18,,,,
Rajshahi,1299.17,,,,
Rajshahi,1302.17,,,,
Rajshahi,1305.17,,,,
Rajshahi,1308.18,,,,
Rajshahi,1311.2,,,,
Rajshahi,1314.22,,,,
Rajshahi,1317.26,,,,
Rajshahi,1320.3,,,,
Rajshahi,1323.34,,,,
Rajshahi,1326.39,,,,
Rajshahi,1329.45,,,,
Rajshahi,1332.52,,,,
Rajshahi,1335.6,,,,
Rajshahi,1338.68,,,,
Rajshahi,1341.77,,,,
Rajshahi,1344.86,,,,
Rajshahi,1347.96,,,,
Rajshahi,1351.07,,,,
Rajshahi,1354.19,,,,
Rajshahi,1357.31,,,,
Rajshahi,1360.44,,,,
Rajshahi,1363.58,,,,
Rajshahi,1366.73,,,,
Rajshahi,1369.88,,,,
Rajshahi,1373.04,,,,
Rajshahi,1376.21,,,,
Rajshahi,1379.38,,,,
Rajshahi,1382.57,,,,
Rajshahi,1385.76,,,,
Rajshahi,1388.95,,,,
Rajshahi,1392.16,,,,
Rajshahi,1395.37,,,,
Rajshahi,1398.59,,,,
Rajshahi,1401.81,,,,
Rajshahi,1405.05,,,,
Rajshahi,1408.29,,,,
Rajshahi,1411.54,,,,
Rajshahi,1414.79,,,,
Rajshahi,1418.06,,,,
Rajshahi,1421.33,,,,
Rajshahi,1424.61,,,,
Rajshahi,1427.89,,,,
Rajshahi,1431.19,,,,
Rajshahi,1434.49,,,,
Rajshahi,1437.8,,,,
Rajshahi,1441.12,,,,
Rajshahi,1444.44,,,,
Rajshahi,1447.77,,,,
Rajshahi,1451.11,,,,
Rajshahi,1454.46,,,,
Rajshahi,1457.81,,,,
Rajshahi,1461.18,,,,
Rajshahi,1464.55,,,,
Rajshahi,1467.93,,,,
Rajshahi,1471.31,,,,
Rajshahi,1478.11,,,,
Rajshahi,1481.52,,,,
Rajshahi,1484.94,,,,
Rajshahi,1488.36,,,,
Rajshahi,1491.79,,,,
Rajshahi,1495.24,,,,
Rajshahi,1498.69,,,,
Rajshahi,1502.14,,,,
Rajshahi,1505.61,,,,
Rajshahi,1509.08,,,,
Rajshahi,1512.56,,,,
Rajshahi,1516.05,,,,
Rajshahi,1519.55,,,,
Rajshahi,1523.05,,,,
Rajshahi,1526.57,,,,
Rajshahi,1530.09,,,,
Rajshahi,1533.62,,,,
Rajshahi,1537.15,,,,
Rajshahi,1540.7,,,,
Rajshahi,1544.25,,,,
Rajshahi,1547.82,,,,
Rajshahi,1551.39,,,,
Rajshahi,1554.97,,,,
Rajshahi,1558.55,,,,
Rajshahi,1562.15,,,,
Rajshahi,1565.75,,,,
Rajshahi,1569.36,,,,
Rajshahi,1572.98,,,,
Rajshahi,1576.61,,,,
Rajshahi,1580.25,,,,
Rajshahi,1583.89,,,,
Rajshahi,1587.55,,,,
Rajshahi,1591.21,,,,
Rajshahi,1598.56,,,,
Rajshahi,1602.25,,,,
Rajshahi,1605.94,,,,
Rajshahi,1609.65,,,,
Rajshahi,1613.36,,,,
Rajshahi,1617.08,,,,
Rajshahi,1620.81,,,,
Rajshahi,1624.55,,,,
Rajshahi,1628.3,,,,
Rajshahi,1632.05,,,,
Rajshahi,1635.82,,,,
Rajshahi,1639.59,,,,
Rajshahi,1643.37,,,,
Rajshahi,1647.16,,,,
Rajshahi,1650.96,,,,
Rajshahi,1654.77,,,,
Rajshahi,1658.59,,,,
Rajshahi,1662.41,,,,
Rajshahi,1666.25,,,,
Rajshahi,1670.09,,,,
Rajshahi,1673.94,,,,
Rajshahi,1677.8,,,,
Rajshahi,1681.67,,,,
Rajshahi,1685.55,,,,
Rajshahi,1689.44,,,,
Rajshahi,1693.34,,,,
Rajshahi,1697.24,,,,
Rajshahi,1701.16,,,,
Rajshahi,1709.02,,,,
Rajshahi,1712.96,,,,
Rajshahi,1716.91,,,,
Rajshahi,1720.87,,,,
Rajshahi,1724.84,,,,
Rajshahi,1728.82,,,,
Rajshahi,1732.8,,,,
Rajshahi,1736.8,,,,
Rajshahi,1740.81,,,,
Rajshahi,1744.82,,,,
Rajshahi,1748.85,,,,
Rajshahi,1752.88,,,,
Rajshahi,1756.92,,,,
Rajshahi,1760.98,,,,
Rajshahi,1765.04,,,,
Rajshahi,1769.11,,,,
Rajshahi,1773.19,,,,
Rajshahi,1777.28,,,,
Rajshahi,1781.38,,,,
Rajshahi,1785.49,,,,
Rajshahi,1789.61,,,,
Rajshahi,1793.73,,,,
Rajshahi,1797.87,,,,
Rajshahi,1802.02,,,,
Rajshahi,1806.17,,,,
Rajshahi,1810.34,,,,
Rajshahi,1814.52,,,,
Rajshahi,1818.7,,,,
Rajshahi,1822.9,,,,
Rajshahi,1827.1,,,,
Rajshahi,1831.31,,,,
Rajshahi,1835.54,,,,
Rajshahi,1839.77,,,,
Rajshahi,1844.02,,,,
Rajshahi,1848.27,,,,
Rajshahi,1852.53,,,,
Rajshahi,1856.8,,,,
Rajshahi,1861.09,,,,
Rajshahi,1865.38,,,,
Rajshahi,1869.68,,,,
Rajshahi,1873.99,,,,
Rajshahi,1878.32,,,,
Rajshahi,1882.65,,,,
Rajshahi,1886.99,,,,
Rajshahi,1891.34,,,,
Rajshahi,1895.71,,,,
Rajshahi,1900.08,,,,
Rajshahi,1904.46,,,,
Rajshahi,1908.85,,,,
Rajshahi,1917.67,,,,
Rajshahi,1922.09,,,,
Rajshahi,1926.53,,,,
Rajshahi,1930.97,,,,
Rajshahi,1935.42,,,,
Rajshahi,1939.89,,,,
Rajshahi,1944.36,,,,
Rajshahi,1948.84,,,,
Rajshahi,1953.34,,,,
Rajshahi,1957.84,,,,
Rajshahi,1962.36,,,,
Rajshahi,1966.89,,,,
Rajshahi,1971.42,,,,
Rajshahi,1975.97,,,,
Rajshahi,1980.53,,,,
Rajshahi,1985.1,,,,
Rajshahi,1989.67,,,,
Rajshahi,1994.26,,,,
Rajshahi,1998.86,,,,
Rajshahi,2003.47,,,,
Rajshahi,2008.09,,,,
Rajshahi,2017.37,,,,
Rajshahi,2022.02,,,,
Rajshahi,2026.68,,,,
Rajshahi,2031.36,,,,
Rajshahi,2036.04,,,,
Rajshahi,2040.74,,,,
Rajshahi,2045.45,,,,
Rajshahi,2050.16,,,,
Rajshahi,2054.89,,,,
Rajshahi,2059.63,,,,
Rajshahi,2064.38,,,,
Rajshahi,2069.14,,,,
Rajshahi,2073.91,,,,
Rajshahi,2078.7,,,,
Rajshahi,2083.49,,,,
Rajshahi,2088.3,,,,
Rajshahi,2093.11,,,,
Rajshahi,2097.94,,,,
Rajshahi,2102.78,,,,
Rajshahi,2107.63,,,,
Rajshahi,2112.49,,,,
Rajshahi,2117.36,,,,
Rajshahi,2122.24,,,,
Rajshahi,2127.14,,,,
Rajshahi,2132.04,,,,
Rajshahi,2136.96,,,,
Rajshahi,2141.89,,,,
Rajshahi,2146.83,,,,
Rajshahi,2151.78,,,,
Rajshahi,2156.74,,,,
Rajshahi,2161.72,,,,
Rajshahi,2166.7,,,,
Rajshahi,2171.7,,,,
Rajshahi,2176.71,,,,
Rajshahi,2181.73,,,,
Rajshahi,2186.76,,,,
Rajshahi,2191.81,,,,
Rajshahi,2196.86,,,,
Rajshahi,2201.93,,,,
Rajshahi,2207.01,,,,
Rajshahi,2212.09,,,,
Rajshahi,2217.2,,,,
Rajshahi,2222.31,,,,
Rajshahi,2227.44,,,,
Rajshahi,2232.57,,,,
Rajshahi,2237.72,,,,
Rajshahi,2242.88,,,,
Rajshahi,2248.05,,,,
Rajshahi,2253.24,,,,
Rajshahi,2258.44,,,,
Rajshahi,2263.64,,,,
Rajshahi,2268.86,,,,
Rajshahi,2274.1,,,,
Rajshahi,2279.34,,,,
Rajshahi,2284.6,,,,
Rajshahi,2289.87,,,,
Rajshahi,2295.15,,,,
Rajshahi,2300.44,,,,
Rajshahi,2305.75,,,,
Rajshahi,2311.07,,,,
Rajshahi,2316.39,,,,
Rajshahi,2321.74,,,,
Rajshahi,2327.09,,,,
Rajshahi,2332.46,,,,
Rajshahi,2337.84,,,,
Rajshahi,2343.23,,,,
Rajshahi,2348.63,,,,
Rajshahi,2354.05,,,,
Rajshahi,2359.48,,,,
Rajshahi,2364.92,,,,
Rajshahi,2370.37,,,,
Rajshahi,2375.84,,,,
Rajshahi,2381.32,,,,
Rajshahi,2386.81,,,,
Rajshahi,2392.32,,,,
Rajshahi,2397.83,,,,
Rajshahi,2403.36,,,,
Rajshahi,2408.91,,,,
Rajshahi,2414.46,,,,
Rajshahi,2420.03,,,,
Rajshahi,2425.61,,,,
Rajshahi,2431.2,,,,
Rajshahi,2442.43,,,,
Rajshahi,2448.06,,,,
Rajshahi,2453.71,,,,
Rajshahi,2459.37,,,,
Rajshahi,2465.04,,,,
Rajshahi,2470.72,,,,
Rajshahi,2482.13,,,,
Rajshahi,2487.86,,,,
Rajshahi,2493.6,,,,
Rajshahi,2505.11,,,,
Rajshahi,2510.89,,,,
Rajshahi,2516.68,,,,
Rajshahi,2522.48,,,,
Rajshahi,2528.3,,,,
Rajshahi,2534.13,,,,
Rajshahi,2545.83,,,,
Rajshahi,2551.7,,,,
Rajshahi,2557.59,,,,
Rajshahi,2569.4,,,,
Rajshahi,2575.32,,,,
Rajshahi,2581.26,,,,
Rajshahi,2587.21,,,,
Rajshahi,2593.18,,,,
Rajshahi,2599.16,,,,
Rajshahi,2605.15,,,,
Rajshahi,2611.16,,,,
Rajshahi,2617.18,,,,
Rajshahi,2623.22,,,,
Rajshahi,2629.27,,,,
Rajshahi,2635.33,,,,
Rajshahi,2641.41,,,,
Rajshahi,2647.5,,,,
Rajshahi,2653.61,,,,
Rajshahi,2659.72,,,,
Rajshahi,2665.86,,,,
Rajshahi,2672.01,,,,
Rajshahi,2678.17,,,,
Rajshahi,2684.34,,,,
Rajshahi,2690.54,,,,
Rajshahi,2696.74,,,,
Rajshahi,2702.96,,,,
Rajshahi,2709.19,,,,
Rajshahi,2715.44,,,,
Rajshahi,2721.7,,,,
Rajshahi,2727.98,,,,
Rajshahi,2734.27,,,,
Rajshahi,2740.57,,,,
Rajshahi,2746.89,,,,
Rajshahi,2753.23,,,,
Rajshahi,2759.58,,,,
Rajshahi,2765.94,,,,
Rajshahi,2772.32,,,,
Rajshahi,2778.71,,,,
Rajshahi,2785.12,,,,
Rajshahi,2791.54,,,,
Rajshahi,2797.98,,,,
Rajshahi,2804.43,,,,
Rajshahi,2810.9,,,,
Rajshahi,2817.38,,,,
Rajshahi,2823.88,,,,
Rajshahi,2830.39,,,,
Rajshahi,2836.92,,,,
Rajshahi,2843.46,,,,
Rajshahi,2850.02,,,,
Rajshahi,2856.59,,,,
Rajshahi,2863.18,,,,
Rajshahi,2869.78,,,,
Rajshahi,2876.4,,,,
Rajshahi,2883.03,,,,
Rajshahi,2889.68,,,,
Rajshahi,2896.34,,,,
Rajshahi,2903.02,,,,
Rajshahi,2909.72,,,,
Rajshahi,2916.43,,,,
Rajshahi,2923.15,,,,
Rajshahi,2929.89,,,,
Rajshahi,2936.65,,,,
Rajshahi,2943.42,,,,
Rajshahi,2950.21,,,,
Rajshahi,2957.01,,,,
Rajshahi,2963.83,,,,
Rajshahi,2970.67,,,,
Rajshahi,2977.52,,,,
Rajshahi,2984.38,,,,
Rajshahi,2991.27,,,,
Rajshahi,2998.16,,,,
Rajshahi,3005.08,,,,
Rajshahi,3012.01,,,,
Rajshahi,3018.95,,,,
Rajshahi,3025.91,,,,
Rajshahi,3032.89,,,,
Rajshahi,3039.89,,,,
Rajshahi,3046.89,,,,
Rajshahi,3053.92,,,,
Rajshahi,3060.96,,,,
Rajshahi,3068.02,,,,
Rajshahi,3075.1,,,,
Rajshahi,3082.19,,,,
Rajshahi,3089.3,,,,
Rajshahi,3096.42,,,,
Rajshahi,3103.56,,,,
Rajshahi,3110.72,,,,
Rajshahi,3117.89,,,,
Rajshahi,3125.08,,,,
Rajshahi,3132.29,,,,
Rajshahi,3139.51,,,,
Rajshahi,3146.75,,,,
Rajshahi,3154.01,,,,
Rajshahi,3161.28,,,,
Rajshahi,3168.57,,,,
Rajshahi,3175.87,,,,
Rajshahi,3183.2,,,,
Rajshahi,3190.54,,,,
Rajshahi,3197.9,,,,
Rajshahi,3205.27,,,,
Rajshahi,3212.66,,,,
Rajshahi,3220.07,,,,
Rajshahi,3227.49,,,,
Rajshahi,3234.94,,,,
Rajshahi,3242.4,,,,
Rajshahi,3249.87,,,,
Rajshahi,3257.37,,,,
Rajshahi,3264.88,,,,
Rajshahi,3272.41,,,,
Rajshahi,3279.95,,,,
Rajshahi,3287.52,,,,
Rajshahi,3295.1,,,,
Rajshahi,3302.7,,,,
Rajshahi,3310.31,,,,
Rajshahi,3317.94,,,,
Rajshahi,3325.6,,,,
Rajshahi,3333.26,,,,
Rajshahi,3340.95,,,,
Rajshahi,3348.66,,,,
Rajshahi,3356.38,,,,
Rajshahi,3364.12,,,,
Rajshahi,3371.87,,,,
Rajshahi,3379.65,,,,
Rajshahi,3387.44,,,,
Rajshahi,3395.25,,,,
Rajshahi,3403.08,,,,
Rajshahi,3410.93,,,,
Rajshahi,3418.79,,,,
Rajshahi,3426.68,,,,
Rajshahi,3434.58,,,,
Rajshahi,3442.5,,,,
Rajshahi,3450.44,,,,
Rajshahi,3458.39,,,,
Rajshahi,3466.37,,,,
Rajshahi,3474.36,,,,
Rajshahi,3482.37,,,,
Rajshahi,3490.4,,,,
Rajshahi,3498.45,,,,
Rajshahi,3506.52,,,,
Rajshahi,3514.6,,,,
Rajshahi,3522.71,,,,
Rajshahi,3530.83,,,,
Rajshahi,3538.97,,,,
Rajshahi,3547.13,,,,
Rajshahi,3555.31,,,,
Rajshahi,3563.51,,,,
Rajshahi,3571.73,,,,
Rajshahi,3579.96,,,,
Rajshahi,3588.22,,,,
Rajshahi,3596.49,,,,
Rajshahi,3604.79,,,,
Rajshahi,3613.1,,,,
Rajshahi,3621.43,,,,
Rajshahi,3629.78,,,,
Rajshahi,3638.15,,,,
Rajshahi,3646.54,,,,
Rajshahi,3654.95,,,,
Rajshahi,3663.37,,,,
Rajshahi,3671.82,,,,
Rajshahi,3680.29,,,,
Rajshahi,3688.78,,,,
Rajshahi,3697.28,,,,
Rajshahi,3705.81,,,,
Rajshahi,3714.35,,,,
Rajshahi,3722.92,,,,
Rajshahi,3731.5,,,,
Rajshahi,3740.11,,,,
Rajshahi,3748.73,,,,
Rajshahi,3757.37,,,,
Rajshahi,3766.04,,,,
Rajshahi,3774.72,,,,
Rajshahi,3783.43,,,,
Rajshahi,3792.15,,,,
Rajshahi,3800.89,,,,
Rajshahi,3809.66,,,,
Rajshahi,3818.44,,,,
Rajshahi,3827.25,,,,
Rajshahi,3836.07,,,,
Rajshahi,3844.92,,,,
Rajshahi,3853.78,,,,
Rajshahi,3862.67,,,,
Rajshahi,3871.58,,,,
Rajshahi,3880.5,,,,
Rajshahi,3889.45,,,,
Rajshahi,3898.42,,,,
Rajshahi,3907.41,,,,
Rajshahi,3916.42,,,,
Rajshahi,3925.45,,,,
Rajshahi,3934.5,,,,
Rajshahi,3943.57,,,,
Rajshahi,3952.67,,,,
Rajshahi,3961.78,,,,
Rajshahi,3970.92,,,,
Rajshahi,3980.07,,,,
Rajshahi,3989.25,,,,
Rajshahi,3998.45,,,,
Rajshahi,4007.67,,,,
Rajshahi,4016.91,,,,
Rajshahi,4026.17,,,,
Rajshahi,4035.45,,,,
Rajshahi,4044.76,,,,
Rajshahi,4054.09,,,,
Rajshahi,4063.43,,,,
Rajshahi,4072.8,,,,
Rajshahi,4082.19,,,,
Rajshahi,4091.61,,,,
Rajshahi,4101.04,,,,
Rajshahi,4110.5,,,,
Rajshahi,4119.98,,,,
Rajshahi,4129.47,,,,
Rajshahi,4139,,,,
Rajshahi,4148.54,,,,
Rajshahi,4158.11,,,,
Rajshahi,4167.69,,,,
Rajshahi,4177.3,,,,
Rajshahi,4186.94,,,,
Rajshahi,4196.59,,,,
Rajshahi,4206.27,,,,
Rajshahi,4215.96,,,,
Rajshahi,4225.69,,,,
Rajshahi,4235.43,,,,
Rajshahi,4245.2,,,,
Rajshahi,4254.98,,,,
Rajshahi,4264.8,,,,
Rajshahi,4274.63,,,,
Rajshahi,4284.48,,,,
Rajshahi,4294.36,,,,
Rajshahi,4304.27,,,,
Rajshahi,4314.19,,,,
Rajshahi,4324.14,,,,
Rajshahi,4334.11,,,,
Rajshahi,4344.1,,,,
Rajshahi,4354.12,,,,
