,name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
3695,Bogra,2023-03-16,34.9,18.7,25.1,33.8,18.7,25.2,16.0,60.7,1.4,100,12.5,rain,0.0,0.0,32.4,24.8,143.1,1011.2,61.9,20.3,208.0,18.1,9,75.0,2023-03-16T06:11:13,2023-03-16T18:11:47,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42506099999,remote,41883099999"
3696,Bogra,2023-03-17,32.5,18.8,24.7,31.7,18.8,24.7,15.9,61.9,0.0,0,0.0,,0.0,0.0,16.9,12.2,146.5,1012.3,76.7,20.1,242.6,20.9,9,10.0,2023-03-17T06:10:12,2023-03-17T18:12:14,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42506099999,remote,41883099999"
3697,Bogra,2023-03-18,32.6,19.7,25.9,31.7,19.7,25.7,15.5,56.4,0.0,0,0.0,,0.0,0.0,30.6,14.4,150.7,1010.5,60.8,18.9,249.0,21.4,9,10.0,2023-03-18T06:09:11,2023-03-18T18:12:41,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42506099999,remote,41883099999"
3698,Bogra,2023-03-19,25.4,19.1,22.0,25.4,19.1,22.0,18.5,81.4,16.0,100,83.33,rain,0.0,0.0,34.2,19.8,71.0,1010.0,95.8,15.0,88.3,7.8,6,10.0,2023-03-19T06:08:10,2023-03-19T18:13:07,0.91,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"42506099999,remote,41883099999"
3699,Bogra,2023-03-20,28.9,19.1,22.4,28.9,19.1,22.4,17.9,78.2,15.7,100,66.67,rain,0.0,0.0,27.7,14.8,112.6,1008.4,56.5,17.9,243.3,21.1,9,10.0,2023-03-20T06:07:08,2023-03-20T18:13:34,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42506099999,remote,41883099999"
3700,Bogra,2023-03-21,30.0,18.6,23.7,29.5,18.6,23.7,17.0,69.1,1.0,100,12.5,rain,0.0,0.0,26.3,15.5,239.8,1008.9,75.0,17.6,252.8,22.0,9,30.0,2023-03-21T06:06:07,2023-03-21T18:14:00,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42506099999,remote,41883099999"
3701,Bogra,2023-03-22,30.4,20.3,24.9,29.8,20.3,24.9,15.4,57.2,0.1,100,4.17,rain,0.0,0.0,21.6,13.3,231.3,1008.0,32.1,19.2,277.3,24.0,9,10.0,2023-03-22T06:05:05,2023-03-22T18:14:26,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42506099999,remote,41883099999"
3702,Bogra,2023-03-23,31.4,20.4,25.7,31.0,20.4,25.4,12.3,45.3,0.0,0,0.0,,0.0,0.0,17.6,12.6,235.8,1007.9,3.3,20.2,295.6,25.6,10,10.0,2023-03-23T06:04:03,2023-03-23T18:14:52,0.05,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
3703,Bogra,2023-03-24,32.9,20.7,26.0,33.6,20.7,25.9,15.1,54.3,0.0,0,0.0,,0.0,0.0,16.2,12.2,142.9,1009.5,14.5,17.5,290.5,25.1,10,10.0,2023-03-24T06:03:01,2023-03-24T18:15:18,0.08,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
3704,Bogra,2023-03-25,33.7,21.6,27.0,36.4,21.6,27.4,17.1,57.6,0.1,100,4.17,rain,0.0,0.0,23.8,14.4,108.5,1010.0,20.8,17.5,290.4,25.0,10,10.0,2023-03-25T06:01:59,2023-03-25T18:15:44,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42506099999,remote,41883099999"
3705,Bogra,2023-03-26,35.7,22.2,28.4,38.4,22.2,28.6,16.7,53.6,0.0,0,0.0,,0.0,0.0,46.8,20.9,201.7,1007.8,25.9,17.5,295.3,25.5,10,30.0,2023-03-26T06:00:57,2023-03-26T18:16:09,0.15,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"42506099999,remote,41883099999"
3706,Bogra,2023-03-27,34.9,22.9,28.4,38.9,22.9,28.6,16.0,50.5,0.1,100,4.17,rain,0.0,0.0,41.0,13.7,223.3,1007.5,34.3,17.6,295.1,25.5,10,10.0,2023-03-27T05:59:55,2023-03-27T18:16:35,0.18,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"42506099999,remote,41883099999"
3707,Bogra,2023-03-28,34.6,22.4,28.2,32.5,22.4,27.8,14.1,47.2,0.0,0,0.0,,0.0,0.0,26.3,14.4,213.0,1008.6,9.8,17.6,299.8,25.9,10,10.0,2023-03-28T05:58:54,2023-03-28T18:17:00,0.21,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
3708,Bogra,2023-03-29,34.8,23.7,27.5,33.8,23.7,27.6,16.8,54.1,0.7,100,12.5,rain,0.0,0.0,42.5,20.9,138.4,1009.9,24.2,17.6,276.0,23.7,10,30.0,2023-03-29T05:57:52,2023-03-29T18:17:26,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"42506099999,remote,41883099999"
3709,Bogra,2023-03-30,34.5,21.2,26.3,34.2,21.2,26.7,19.0,68.0,1.1,100,20.83,rain,0.0,0.0,40.0,19.1,109.7,1008.6,33.6,17.4,238.0,20.5,10,30.0,2023-03-30T05:56:50,2023-03-30T18:17:52,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42506099999,remote,41883099999"
3710,Bogra,2023-03-31,31.7,20.6,23.6,32.8,20.6,23.8,19.6,79.7,22.2,100,41.67,rain,0.0,0.0,44.3,33.1,89.3,1009.3,72.3,16.7,175.7,15.2,8,30.0,2023-03-31T05:55:49,2023-03-31T18:18:17,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42506099999,remote,41883099999"
3711,Bogra,2023-04-01,28.1,20.4,24.2,29.2,20.4,24.5,19.0,74.1,7.9,100,41.67,rain,0.0,0.0,31.3,13.3,200.0,1008.9,81.0,16.2,208.3,18.0,8,10.0,2023-04-01T05:54:48,2023-04-01T18:18:43,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42506099999,remote,41883099999"
3712,Bogra,2023-04-02,31.2,19.7,24.8,30.6,19.7,24.9,16.7,63.4,1.1,100,16.67,rain,0.0,0.0,27.4,18.7,239.8,1007.0,31.2,17.6,253.5,21.9,10,10.0,2023-04-02T05:53:47,2023-04-02T18:19:08,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42506099999,remote,41883099999"
3713,Bogra,2023-04-03,33.8,21.7,27.7,32.2,21.7,27.2,14.6,48.8,0.0,0,0.0,,0.0,0.0,24.5,17.3,204.1,1006.4,36.4,17.5,294.3,25.4,10,10.0,2023-04-03T05:52:46,2023-04-03T18:19:34,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42506099999,remote,41883099999"
3714,Bogra,2023-04-04,36.0,22.6,28.5,34.1,22.6,28.2,14.4,46.2,0.0,0,0.0,,0.0,0.0,37.8,17.6,189.7,1006.3,42.3,17.5,238.0,20.4,10,10.0,2023-04-04T05:51:45,2023-04-04T18:19:59,0.44,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"42506099999,remote,41883099999"
3715,Bogra,2023-04-05,36.5,22.9,28.9,34.8,22.9,29.0,15.5,48.9,0.0,0,0.0,,0.0,0.0,31.3,16.9,241.4,1006.3,7.0,17.5,307.2,26.5,10,30.0,2023-04-05T05:50:45,2023-04-05T18:20:25,0.47,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
3716,Bogra,2023-04-06,36.2,22.0,28.4,33.4,22.0,27.5,10.9,42.2,0.0,0,0.0,,0.0,0.0,27.4,18.0,209.6,1009.4,11.5,17.7,320.1,27.8,10,10.0,2023-04-06T05:49:45,2023-04-06T18:20:51,0.5,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
3717,Bogra,2023-04-07,37.2,21.8,28.7,34.4,21.8,28.0,9.6,33.9,0.0,0,0.0,,0.0,0.0,23.8,13.3,146.5,1010.8,6.5,17.6,319.9,27.4,10,10.0,2023-04-07T05:48:45,2023-04-07T18:21:17,0.54,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
3718,Bogra,2023-04-08,37.0,22.0,29.2,34.5,22.0,28.3,9.5,32.9,0.0,0,0.0,,0.0,0.0,22.0,12.2,99.0,1012.1,22.2,17.5,319.6,27.5,10,10.0,2023-04-08T05:47:46,2023-04-08T18:21:43,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42506099999,remote,41883099999"
3719,Bogra,2023-04-09,37.5,22.7,29.9,34.9,22.7,29.1,9.7,32.1,0.0,0,0.0,,0.0,0.0,19.1,11.5,216.3,1011.4,17.0,17.6,317.3,27.3,10,10.0,2023-04-09T05:46:47,2023-04-09T18:22:09,0.61,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
3720,Bogra,2023-04-10,38.5,23.7,30.7,36.0,23.7,29.7,9.8,31.8,0.0,0,0.0,,0.0,0.0,23.4,15.5,241.4,1008.8,6.9,17.6,317.8,27.4,10,10.0,2023-04-10T05:45:48,2023-04-10T18:22:35,0.65,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
3721,Bogra,2023-04-11,38.6,23.5,30.4,35.4,23.5,29.4,7.4,28.2,0.0,0,0.0,,0.0,0.0,19.8,12.2,230.1,1009.3,1.5,18.4,325.8,28.3,10,10.0,2023-04-11T05:44:50,2023-04-11T18:23:01,0.68,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
3722,Bogra,2023-04-12,38.8,23.3,30.4,36.0,23.3,29.5,9.2,30.2,0.0,0,0.0,,0.0,0.0,12.6,11.9,136.5,1008.2,1.3,18.4,327.5,28.3,10,10.0,2023-04-12T05:43:52,2023-04-12T18:23:27,0.72,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
3723,Bogra,2023-04-13,40.3,23.1,31.0,37.3,23.1,30.0,8.9,29.7,0.0,0,0.0,,0.0,0.0,25.6,17.6,162.6,1006.7,7.2,17.5,327.5,28.4,10,10.0,2023-04-13T05:42:55,2023-04-13T18:23:54,0.75,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
3724,Bogra,2023-04-14,41.6,25.1,32.3,39.3,25.1,31.5,10.2,30.6,0.0,0,0.0,,0.0,0.0,24.8,19.8,197.7,1006.5,48.2,17.6,318.8,27.4,10,10.0,2023-04-14T05:41:58,2023-04-14T18:24:20,0.79,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"42506099999,remote,41883099999"
3725,Bogra,2023-04-15,41.7,26.7,32.7,46.3,26.4,32.9,13.0,35.0,0.0,0,0.0,,0.0,0.0,27.0,15.1,130.5,1006.4,80.4,17.5,261.9,22.6,10,10.0,2023-04-15T05:41:02,2023-04-15T18:24:47,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42506099999,remote,41883099999"
3726,Bogra,2023-04-16,41.5,26.1,32.6,39.0,26.1,32.4,12.5,35.5,0.0,0,0.0,,0.0,0.0,26.3,18.4,244.4,1005.0,43.5,17.6,285.1,24.5,10,10.0,2023-04-16T05:40:06,2023-04-16T18:25:14,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42506099999,remote,41883099999"
3727,Bogra,2023-04-17,42.6,27.1,33.7,42.5,26.6,33.7,12.5,32.7,0.0,0,0.0,,0.0,0.0,45.0,18.4,210.5,1004.9,3.2,17.7,323.0,27.7,10,10.0,2023-04-17T05:39:11,2023-04-17T18:25:41,0.9,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
3728,Bogra,2023-04-18,43.2,26.8,33.7,46.6,28.5,36.5,18.3,48.0,0.0,0,0.0,,0.0,0.0,52.9,23.4,183.4,1005.9,22.3,17.6,320.5,27.7,10,60.0,2023-04-18T05:38:17,2023-04-18T18:26:08,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42506099999,remote,41883099999"
3729,Bogra,2023-04-19,43.3,26.4,34.1,44.1,26.4,36.3,16.1,44.3,0.0,0,0.0,,0.0,0.0,46.8,21.6,204.9,1002.5,3.7,17.6,327.8,28.3,10,30.0,2023-04-19T05:37:23,2023-04-19T18:26:35,0.97,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
3730,Bogra,2023-04-20,42.7,25.1,33.2,45.5,25.1,35.6,17.7,51.3,0.0,0,0.0,,0.0,0.0,52.6,25.2,174.6,1000.2,14.1,17.6,326.0,28.1,10,38.0,2023-04-20T05:36:30,2023-04-20T18:27:03,0.0,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
3731,Bogra,2023-04-21,40.6,26.5,32.1,41.2,26.5,34.6,19.1,53.7,0.0,0,0.0,,0.0,0.0,37.1,19.8,163.4,1001.6,65.8,17.6,243.7,20.9,9,100.0,2023-04-21T05:35:37,2023-04-21T18:27:31,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42506099999,remote,41883099999"
3732,Bogra,2023-04-22,38.4,23.1,29.3,37.6,23.1,29.5,17.5,52.9,0.1,100,4.17,rain,0.0,0.0,31.3,21.6,106.1,1003.8,62.1,17.6,247.8,21.3,10,30.0,2023-04-22T05:34:45,2023-04-22T18:27:58,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42506099999,remote,41883099999"
3733,Bogra,2023-04-23,30.4,22.9,27.0,32.3,22.9,27.3,17.1,56.0,0.1,100,4.17,rain,0.0,0.0,32.4,22.0,140.3,1007.5,84.7,17.5,77.8,6.7,3,10.0,2023-04-23T05:33:54,2023-04-23T18:28:26,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42506099999,remote,41883099999"
3734,Bogra,2023-04-24,35.1,21.1,27.6,33.9,21.1,27.4,16.1,53.9,0.2,100,8.33,rain,0.0,0.0,19.8,11.2,73.7,1010.7,39.0,17.6,304.5,26.3,10,10.0,2023-04-24T05:33:03,2023-04-24T18:28:55,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42506099999,remote,41883099999"
3735,Bogra,2023-04-25,36.3,22.9,29.0,35.4,22.9,28.9,15.7,47.8,0.1,100,4.17,rain,0.0,0.0,12.2,10.4,69.3,1009.9,41.2,17.6,235.8,20.2,10,10.0,2023-04-25T05:32:14,2023-04-25T18:29:23,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42506099999,remote,41883099999"
3736,Bogra,2023-04-26,38.2,24.1,30.6,36.6,24.1,30.3,14.0,40.4,0.0,0,0.0,,0.0,0.0,36.4,19.1,204.0,1007.8,49.5,17.5,317.7,27.4,10,10.0,2023-04-26T05:31:25,2023-04-26T18:29:51,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42506099999,remote,41883099999"
3737,Bogra,2023-04-27,39.7,24.9,30.7,38.7,24.9,31.0,16.6,46.0,0.0,0,0.0,,0.0,0.0,19.4,18.4,161.4,1007.5,65.5,17.5,258.1,22.2,10,30.0,2023-04-27T05:30:37,2023-04-27T18:30:20,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42506099999,remote,41883099999"
3738,Bogra,2023-04-28,37.6,22.7,29.2,36.6,22.7,29.5,17.2,52.1,0.0,0,0.0,,0.0,0.0,31.0,18.0,151.5,1008.5,50.1,17.6,268.0,23.1,9,30.0,2023-04-28T05:29:49,2023-04-28T18:30:49,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42506099999,remote,41883099999"
3739,Bogra,2023-04-29,36.4,23.2,29.0,38.8,23.2,29.8,18.5,55.7,0.7,100,20.83,rain,0.0,0.0,42.8,24.8,137.6,1007.4,63.2,17.6,233.4,20.1,9,30.0,2023-04-29T05:29:03,2023-04-29T18:31:18,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42506099999,remote,41883099999"
3740,Bogra,2023-04-30,37.4,22.0,27.7,37.2,22.0,28.2,19.6,67.0,14.8,100,25.0,rain,0.0,0.0,41.4,27.0,67.8,1007.4,89.5,16.5,267.9,23.2,10,30.0,2023-04-30T05:28:17,2023-04-30T18:31:47,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42506099999,remote,41883099999"
3741,Bogra,2023-05-01,33.5,22.4,27.5,34.1,22.4,28.2,20.0,65.8,0.0,0,0.0,,0.0,0.0,23.0,15.5,281.0,1008.4,97.0,17.5,217.0,18.6,8,10.0,2023-05-01T05:27:33,2023-05-01T18:32:16,0.36,Overcast,Cloudy skies throughout the day.,cloudy,"42506099999,remote,41883099999"
3742,Bogra,2023-05-02,35.6,22.9,29.0,35.2,22.9,29.3,18.1,55.2,0.1,100,4.17,rain,0.0,0.0,17.3,10.8,240.7,1008.8,52.7,17.6,262.3,22.7,10,10.0,2023-05-02T05:26:49,2023-05-02T18:32:46,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42506099999,remote,41883099999"
3743,Bogra,2023-05-03,34.7,24.1,29.2,40.2,24.1,30.4,19.2,56.5,3.4,100,37.5,rain,0.0,0.0,28.1,25.6,148.1,1009.1,72.8,17.2,208.9,18.0,10,10.0,2023-05-03T05:26:06,2023-05-03T18:33:16,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42506099999,remote,41883099999"
3744,Bogra,2023-05-04,34.1,24.8,28.3,36.6,24.8,29.4,20.6,65.1,4.0,100,29.17,rain,0.0,0.0,20.9,16.9,167.4,1008.6,71.5,16.8,238.3,20.5,9,10.0,2023-05-04T05:25:24,2023-05-04T18:33:45,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42506099999,remote,41883099999"
3745,Bogra,2023-05-05,34.1,24.1,28.9,37.7,24.1,30.6,21.5,66.5,5.5,100,33.33,rain,0.0,0.0,27.4,16.2,201.0,1005.7,46.1,17.3,259.5,22.5,10,30.0,2023-05-05T05:24:43,2023-05-05T18:34:15,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42506099999,remote,41883099999"
3746,Bogra,2023-05-06,37.9,25.8,31.5,42.2,25.8,32.2,17.6,48.4,0.0,0,0.0,,0.0,0.0,32.8,15.5,219.6,1004.1,9.1,17.5,333.6,28.9,10,10.0,2023-05-06T05:24:03,2023-05-06T18:34:45,0.52,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
3747,Bogra,2023-05-07,39.9,25.7,32.5,42.4,25.7,32.2,13.9,39.1,0.0,0,0.0,,0.0,0.0,31.3,17.6,169.8,1003.2,8.3,19.1,340.6,29.6,10,10.0,2023-05-07T05:23:24,2023-05-07T18:35:15,0.55,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
3748,Bogra,2023-05-08,41.6,27.1,33.9,38.3,27.0,32.7,9.1,26.9,0.0,0,0.0,,0.0,0.0,29.2,18.7,254.3,1003.1,0.1,20.1,344.2,29.8,10,10.0,2023-05-08T05:22:46,2023-05-08T18:35:46,0.59,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
3749,Bogra,2023-05-09,42.0,27.1,34.4,39.4,27.3,32.9,8.6,22.7,0.0,0,0.0,,0.0,0.0,34.2,22.0,254.0,1003.1,11.8,20.9,331.4,28.6,10,10.0,2023-05-09T05:22:09,2023-05-09T18:36:16,0.63,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
3750,Bogra,2023-05-10,42.3,27.2,34.0,39.4,27.4,33.4,12.0,32.4,0.0,0,0.0,,0.0,0.0,34.9,19.1,248.8,1004.0,3.4,17.7,344.1,29.8,10,10.0,2023-05-10T05:21:33,2023-05-10T18:36:47,0.66,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
3751,Bogra,2023-05-11,40.6,24.7,31.3,41.6,24.7,32.9,19.7,54.4,0.0,0,0.0,,0.0,0.0,34.6,23.0,125.8,1006.0,26.7,17.5,287.6,25.0,10,30.0,2023-05-11T05:20:58,2023-05-11T18:37:17,0.7,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"42506099999,remote,41883099999"
3752,Bogra,2023-05-12,38.4,23.1,30.8,39.5,23.1,32.3,19.2,53.1,0.1,100,4.17,rain,0.0,0.0,34.9,20.9,117.7,1006.2,79.6,17.7,235.5,20.4,9,30.0,2023-05-12T05:20:25,2023-05-12T18:37:48,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42506099999,remote,41883099999"
3753,Bogra,2023-05-13,39.6,26.1,32.2,40.1,26.1,32.6,15.9,41.4,0.0,0,0.0,,0.0,0.0,24.5,16.9,73.7,1005.0,87.1,17.5,311.8,27.0,10,10.0,2023-05-13T05:19:52,2023-05-13T18:38:18,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42506099999,remote,41883099999"
3754,Bogra,2023-05-14,36.6,26.2,30.7,36.8,26.2,31.4,17.6,47.8,0.0,0,0.0,,0.0,0.0,28.1,29.2,91.1,1001.2,62.1,17.6,330.4,28.9,10,10.0,2023-05-14T05:19:20,2023-05-14T18:38:49,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42506099999,remote,41883099999"
3755,Bogra,2023-05-15,38.4,24.3,30.2,37.8,24.3,30.9,17.7,50.2,0.0,0,0.0,,0.0,0.0,52.6,28.8,163.7,1002.6,15.3,17.6,335.0,29.0,10,10.0,2023-05-15T05:18:50,2023-05-15T18:39:19,0.84,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
3756,Bogra,2023-05-16,40.9,24.4,31.1,44.1,24.4,33.2,20.3,56.6,0.2,100,4.17,rain,0.0,0.0,53.3,33.8,139.3,1004.3,17.7,16.8,300.9,26.1,10,30.0,2023-05-16T05:18:21,2023-05-16T18:39:50,0.88,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"42506099999,remote,41883099999"
3757,Bogra,2023-05-17,40.3,24.1,28.8,41.6,24.1,30.1,21.0,65.9,6.6,100,41.67,rain,0.0,0.0,53.6,34.6,126.2,1007.2,49.8,15.7,280.0,24.3,10,60.0,2023-05-17T05:17:53,2023-05-17T18:40:20,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42506099999,remote,41883099999"
3758,Bogra,2023-05-18,36.2,21.7,28.2,39.9,21.7,29.8,21.3,68.1,5.7,100,33.33,rain,0.0,0.0,36.0,31.7,142.5,1008.5,40.2,17.4,312.6,26.9,10,30.0,2023-05-18T05:17:26,2023-05-18T18:40:51,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42506099999,remote,41883099999"
3759,Bogra,2023-05-19,38.4,24.5,29.4,41.6,24.5,31.6,22.2,68.5,5.5,100,45.83,rain,0.0,0.0,33.8,16.2,150.2,1006.0,44.9,15.3,312.1,27.0,10,60.0,2023-05-19T05:17:00,2023-05-19T18:41:21,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42506099999,remote,41883099999"
3760,Bogra,2023-05-20,37.3,22.4,30.4,41.5,22.4,32.6,21.1,61.1,0.6,100,12.5,rain,0.0,0.0,46.4,22.0,150.5,1005.2,27.4,17.4,334.6,29.0,10,60.0,2023-05-20T05:16:35,2023-05-20T18:41:52,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42506099999,remote,41883099999"
3761,Bogra,2023-05-21,38.5,24.0,29.1,43.7,24.0,32.5,22.9,71.4,1.7,100,29.17,rain,0.0,0.0,44.6,38.5,121.4,1006.3,31.7,17.4,281.5,24.5,10,75.0,2023-05-21T05:16:12,2023-05-21T18:42:22,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42506099999,remote,41883099999"
3762,Bogra,2023-05-22,37.0,22.7,29.2,41.8,22.7,32.0,22.1,67.4,4.3,100,25.0,rain,0.0,0.0,38.5,27.0,97.4,1007.5,41.2,16.7,270.6,23.5,9,75.0,2023-05-22T05:15:49,2023-05-22T18:42:52,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42506099999,remote,41883099999"
3763,Bogra,2023-05-23,37.1,22.2,28.8,43.2,22.2,32.1,22.9,72.6,13.7,100,37.5,rain,0.0,0.0,42.1,29.5,131.8,1007.1,67.5,15.2,281.2,24.3,10,75.0,2023-05-23T05:15:28,2023-05-23T18:43:22,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42506099999,remote,41883099999"
3764,Bogra,2023-05-24,33.5,22.1,27.8,35.4,22.1,28.8,20.0,65.3,0.0,0,0.0,,0.0,0.0,23.8,13.7,122.4,1006.4,30.1,17.6,332.2,28.7,10,10.0,2023-05-24T05:15:08,2023-05-24T18:43:52,0.15,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"42506099999,remote,41883099999"
3765,Bogra,2023-05-25,36.2,24.6,28.9,39.0,24.6,30.8,21.3,65.7,5.4,100,20.83,rain,0.0,0.0,52.9,27.0,119.5,1005.7,34.6,18.5,307.3,26.6,10,30.0,2023-05-25T05:14:50,2023-05-25T18:44:21,0.18,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"42506099999,remote,41883099999"
3766,Bogra,2023-05-26,36.2,23.1,29.5,36.9,23.1,30.8,20.2,60.9,0.0,0,0.0,,0.0,0.0,59.4,15.8,150.0,1006.7,43.8,17.7,334.8,28.9,10,10.0,2023-05-26T05:14:32,2023-05-26T18:44:51,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42506099999,remote,41883099999"
3767,Bogra,2023-05-27,35.5,25.1,30.0,37.0,25.1,31.7,20.5,59.0,0.6,100,16.67,rain,0.0,0.0,33.1,20.9,109.7,1005.8,46.5,18.5,268.3,23.3,10,10.0,2023-05-27T05:14:16,2023-05-27T18:45:20,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42506099999,remote,41883099999"
3768,Bogra,2023-05-28,35.7,24.9,30.3,37.7,24.9,32.2,20.9,60.1,0.0,0,0.0,,0.0,0.0,17.6,10.4,110.4,1006.9,22.5,17.5,334.4,28.8,10,10.0,2023-05-28T05:14:01,2023-05-28T18:45:49,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42506099999,remote,41883099999"
3769,Bogra,2023-05-29,37.9,26.1,31.9,40.0,26.1,33.9,19.8,51.3,0.0,0,0.0,,0.0,0.0,16.2,11.5,53.9,1007.2,13.5,17.6,337.0,29.1,10,10.0,2023-05-29T05:13:47,2023-05-29T18:46:17,0.31,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
3770,Bogra,2023-05-30,39.8,27.2,33.4,41.5,30.0,35.8,19.7,47.6,0.0,0,0.0,,0.0,0.0,19.8,20.9,119.5,1006.0,47.3,17.7,327.1,28.2,10,10.0,2023-05-30T05:13:35,2023-05-30T18:46:45,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42506099999,remote,41883099999"
